Amtrak Product,Service Class,Total Fare Amount,Mileage,Departure Performance (Minutes Late),Arrival Performance (Minutes Late),Overall Trip Satisfaction,Boarding Station Overall,On-time Performance of the Train,Communication About Train Status,Cleanliness of the Train,Comfort of Train Ride,Food and Beverage on the Train,Wi-Fi on the Train,Friendliness of Amtrak Personnel at the Boarding Station,Friendliness of Amtrak Personnel on the Train,Age Range
Acela,First Class,134,94,4,5,10,8,10,10,10,10,10,10,10,10,65 to 74
Acela,Business Class,106,134,1,3,,,,,,,,,,,
Acela,Business Class,216,220,3,125,,,,,,,,,,,
Acela,Business Class,337,225,4,0,8,5,9,3,7,8,4,5,1,3,65 to 74
Acela,Business Class,127,166,2,2,,,,,,,,,,,
Acela,Business Class,194.4,220,1,21,9,9,8,9,10,10,N/A,8,N/A,10,65 to 74
Acela,Business Class,112,185,2,7,7,5,9,9,9,9,,,5,6,45 to 54
Acela,Business Class,166.5,225,0,-4,,,,,,,,,,,
Acela,Business Class,63.9,225,0,3,9,10,10,10,10,7,N/A,9,10,10,75 or older
Acela,Business Class,114.3,231,1,125,,,,,,,,,,,
Acela,Business Class,211,195,1,1,5,4,10,9,1,1,0,1,2,2,45 to 54
Acela,First Class,57,232,0,-2,10,10,10,10,10,10,7,3,10,10,35 to 44
Acela,Business Class,57,91,0,2,10,9,10,10,10,10,2,8,9,9,75 or older
Acela,Business Class,120,156,0,-1,10,8,10,10,10,10,N/A,5,N/A,7,35 to 44
Acela,Business Class,192,225,0,4,10,4,10,8,8,8,N/A,2,10,10,25 to 34
Acela,Business Class,57,91,0,5,,,,,,,,,,,
Acela,Business Class,186,232,0,-4,,,,,,,,,,,
Acela,Business Class,58,232,0,-2,10,10,10,10,10,10,10,9,10,10,65 to 74
Acela,Business Class,155,225,123,126,,,,,,,,,,,
Acela,Business Class,167,261,0,7,,,,,,,,,,,
Acela,Business Class,58,116,21,21,3,2,0,5,8,7,N/A,1,1,9,18 to 24
Acela,First Class,199,242,1,10,10,9,10,10,10,10,7,5,N/A,10,35 to 44
Acela,Business Class,152,232,0,6,10,9,10,9,10,10,9,7,9,9,55 to 64
Acela,Business Class,139.5,225,0,4,,,,,,,,,,,
Acela,Business Class,114.3,457,1,-6,,,,,,,,,,,
Acela,Business Class,114.3,232,0,21,,,,,,,,,,,
Acela,Business Class,140,91,5,4,10,10,8,10,10,8,N/A,10,10,10,45 to 54
Acela,First Class,132,232,9,-10,9,9,10,10,8,8,8,9,10,10,55 to 64
Acela,Business Class,50,44,0,6,,,,,,,,,,,
Acela,Business Class,75,231,0,-4,6,1,7,7,6,6,7,8,5,8,35 to 44
Acela,Business Class,178,188,0,21,7,9,10,7,9,8,7,2,8,7,65 to 74
Acela,Business Class,226,225,1,3,,,,,,,,,,,
Acela,First Class,268,230,3,-1,,,,,,,,,,,
Acela,Business Class,216,220,2,6,,,,,,,,,,,
Acela,Business Class,71,225,0,4,10,10,10,10,7,5,2,2,10,10,65 to 74
Acela,First Class,313,188,0,14,7,7,10,10,9,7,6,4,8,10,35 to 44
Acela,Business Class,76,91,0,-3,5,5,3,8,8,7,N/A,7,7,8,25 to 34
Acela,Business Class,249,220,0,-5,,,,,,,,,,,
Acela,Business Class,185,225,0,-6,,,,,,,,,,,
Acela,Business Class,86,134,0,0,,,,,,,,,,,
Acela,Business Class,33,44,0,4,8,7,10,10,10,10,N/A,N/A,N/A,N/A,55 to 64
Acela,Business Class,75,232,0,0,9,9,9,9,9,9,N/A,7,9,8,45 to 54
Acela,Business Class,318,457,0,91,,,,,,,,,,,
Acela,Business Class,152,220,0,-10,2,7,0,0,7,5,3,0,N/A,5,35 to 44
Acela,Business Class,167.4,232,0,3,,,,,,,,,,,
Acela,Business Class,249,0,96,91,,,,,,,,,,,
Acela,Business Class,303,225,0,92,8,8,7,7,9,6,7,N/A,9,9,35 to 44
Acela,Business Class,118,323,0,-4,,,,,,,,,,,
Acela,Business Class,185,226,0,0,6,3,7,7,8,6,5,1,6,8,55 to 64
Acela,Business Class,66,185,0,-1,,,,,,,,,,,
Acela,Business Class,58,232,0,-1,,,,,,,,,,,
Acela,Business Class,152,232,0,0,10,10,10,10,7,10,N/A,10,10,10,25 to 34
Acela,Business Class,155,225,0,0,3,5,1,9,6,2,9,2,10,9,65 to 74
Acela,Business Class,249,220,0,10,9,9,10,10,9,10,N/A,N/A,N/A,7,55 to 64
Acela,Business Class,165,91,6,11,8,10,10,10,10,10,N/A,N/A,10,10,55 to 64
Acela,First Class,262,230,0,-10,,,,,,,,,,,
Acela,Business Class,109.8,198,1,-1,10,10,10,5,9,9,N/A,N/A,10,10,65 to 74
Acela,First Class,337,225,0,-11,,,,,,,,,,,
Acela,First Class,417,226,0,0,,,,,,,,,,,
Acela,First Class,266,188,3,0,,,,,,,,,,,
Acela,First Class,398,225,0,-6,,,,,,,,,,,
Acela,Business Class,216,242,0,3,5,3,10,10,9,3,5,4,N/A,8,55 to 64
Acela,Business Class,91,225,41,46,3,0,0,0,4,4,0,2,1,6,45 to 54
Acela,Business Class,185,225,41,46,,,,,,,,,,,
Acela,Business Class,56,109,6,0,,,,,,,,,,,
Acela,Business Class,65,134,0,2,10,10,10,10,8,10,5,2,10,10,25 to 34
Acela,Business Class,240,184,3,10,,,,,,,,,,,
Acela,Business Class,121,225,0,1,9,10,10,10,10,5,N/A,7,10,10,55 to 64
Acela,Business Class,127,231,0,-3,10,10,10,10,10,10,N/A,10,10,10,45 to 54
Acela,Business Class,117,91,3,5,,,,,,,,,,,
Acela,Business Class,58,116,2,3,9,5,9,8,4,7,N/A,5,6,8,65 to 74
Acela,First Class,336,445,2,0,,,,,,,,,,,
Acela,Business Class,127,0,96,91,,,,,,,,,,,
Acela,Business Class,71,225,0,0,,,,,,,,,,,
Acela,Business Class,186,231,3,-4,8,9,9,9,9,8,N/A,7,8,8,25 to 34
Acela,Business Class,337,225,2,-2,9,10,9,9,6,6,N/A,9,10,0,55 to 64
Acela,Business Class,266,188,3,0,10,9,9,9,9,9,9,9,9,9,45 to 54
Acela,Business Class,186,231,0,4,10,7,10,10,10,8,N/A,10,10,10,35 to 44
Acela,First Class,233,196,0,2,,,,,,,,,,,
Acela,Business Class,185,300,1,-2,,,,,,,,,,,
Acela,Business Class,72,346,14,16,,,,,,,,,,,
Acela,Business Class,155,225,0,13,,,,,,,,,,,
Acela,Business Class,155,225,0,-2,,,,,,,,,,,
Acela,First Class,66,185,0,-1,,,,,,,,,,,
Acela,Business Class,85,185,6,4,10,10,10,10,10,9,N/A,N/A,10,9,35 to 44
Acela,Business Class,76.5,185,6,-5,,,,,,,,,,,
Acela,Business Class,57,91,0,-2,,,,,,,,,,,
Acela,Business Class,342,304,3,0,,,,,,,,,,,
Acela,Business Class,50,134,3,-3,10,10,10,10,10,10,10,10,10,10,35 to 44
Acela,First Class,330.5,225,2,-2,10,10,10,10,10,10,10,N/A,10,10,65 to 74
Acela,Business Class,58,220,4,3,10,8,8,5,9,10,N/A,N/A,10,10,45 to 54
Acela,Business Class,58,231,3,3,,,,,,,,,,,
Acela,Business Class,71,225,0,-3,8,8,9,9,8,7,N/A,N/A,9,9,35 to 44
Acela,First Class,192,220,0,0,,,,,,,,,,,
Acela,Business Class,132,135,10,0,,,,,,,,,,,
Acela,First Class,46.8,94,2,16,8,9,7,8,8,8,9,10,9,10,25 to 34
Acela,Business Class,226,225,0,0,9,9,9,8,8,8,N/A,3,5,5,65 to 74
Acela,Business Class,121,225,0,1,10,5,10,10,10,10,8,10,1,1,45 to 54
Acela,Business Class,122,188,3,-4,,,,,,,,,,,
Acela,Business Class,203,215,1,-2,,,,,,,,,,,
Acela,Business Class,185,261,2,0,8,5,10,8,7,7,N/A,1,N/A,5,55 to 64
Acela,Business Class,303,225,0,92,7,10,7,7,10,10,10,5,10,10,25 to 34
Acela,Business Class,155,225,0,0,,,,,,,,,,,
Acela,Business Class,337,225,0,92,,,,,,,,,,,
Acela,Business Class,152,231,13,18,,,,,,,,,,,
Acela,Business Class,263,225,2,-2,,,,,,,,,,,
Acela,Business Class,224.1,0,96,89,,,,,,,,,,,
Acela,First Class,221,232,0,4,10,10,10,10,10,10,10,8,10,10,45 to 54
Acela,Business Class,226,225,2,-2,,,,,,,,,,,
Acela,Business Class,51.3,91,0,4,,,,,,,,,,,
Acela,Business Class,226,215,0,94,3,10,0,0,9,9,N/A,10,7,10,65 to 74
Acela,Business Class,224.1,220,0,0,10,10,10,10,10,10,N/A,10,10,10,75 or older
Acela,First Class,255,134,0,-2,10,7,10,10,10,8,10,10,10,10,65 to 74
Acela,Business Class,99,134,0,5,,,,,,,,,,,
Acela,Business Class,237,445,4,-3,,,,,,,,,,,
Acela,Business Class,194,116,2,-2,,,,,,,,,,,
Acela,Business Class,152,220,1,4,10,10,10,10,10,10,10,1,10,10,55 to 64
Acela,Business Class,71,225,0,92,10,10,9,10,9,9,10,10,N/A,9,55 to 64
Acela,Business Class,185,226,0,0,10,10,10,9,10,10,N/A,10,8,10,55 to 64
Acela,Business Class,58,232,0,0,,,,,,,,,,,
Acela,First Class,398,215,1,-2,10,10,10,10,10,10,10,10,10,10,65 to 74
Acela,Business Class,55,196,0,2,,,,,,,,,,,
Acela,Business Class,149,232,0,-4,,,,,,,,,,,
Acela,Business Class,315,185,3,0,8,8,10,9,10,10,5,N/A,N/A,8,65 to 74
Acela,First Class,185,215,6,13,10,10,10,10,10,10,10,5,10,10,55 to 64
Acela,Business Class,337,225,0,92,,,,,,,,,,,
Acela,Business Class,108,232,0,-6,,,,,,,,,,,
Acela,Business Class,66,188,95,100,,,,,,,,,,,
Acela,Business Class,25,44,7,0,10,10,7,10,10,10,N/A,7,10,10,45 to 54
Acela,First Class,182,220,3,-4,,,,,,,,,,,
Acela,Business Class,303.3,225,0,13,10,7,9,9,10,10,N/A,8,10,9,65 to 74
Acela,Business Class,101,37,4,0,,,,,,,,,,,
Acela,Business Class,86.4,188,2,0,9,10,9,10,10,10,9,N/A,9,9,75 or older
Acela,Business Class,100,231,0,4,,,,,,,,,,,
Acela,Business Class,146,188,4,3,10,10,10,10,10,10,10,4,10,10,65 to 74
Acela,First Class,260.4,188,0,2,,,,,,,,,,,
Acela,Business Class,263,225,3,13,6,9,8,7,5,7,N/A,4,6,7,65 to 74
Acela,Business Class,132,135,10,0,,,,,,,,,,,
Acela,Business Class,122,232,0,-3,8,8,9,9,8,8,N/A,5,9,9,45 to 54
Acela,First Class,364,185,2,-2,10,5,10,7,8,10,8,10,,10,55 to 64
Acela,Business Class,108,220,0,0,,,,,,,,,,,
Acela,First Class,232,232,0,0,8,7,10,N/A,9,3,8,2,10,7,65 to 74
Acela,Business Class,85,85,6,2,,,,,,,,,,,
Acela,Business Class,249,0,96,89,,,,,,,,,,,
Acela,Business Class,140,225,0,-6,7,7,10,10,5,6,N/A,N/A,4,8,35 to 44
Acela,Business Class,99,134,1,-2,10,10,10,10,10,10,N/A,N/A,10,10,65 to 74
Acela,First Class,127,110,0,-1,,,,,,,,,,,
Acela,Business Class,85,135,0,-1,9,9,9,9,9,9,8,9,9,9,35 to 44
Acela,Business Class,65,134,0,70,,,,,,,,,,,
Acela,Business Class,57,91,2,1,,,,,,,,,,,
Acela,First Class,243,225,0,-11,10,10,10,10,10,6,10,10,N/A,10,55 to 64
Acela,Business Class,121,225,0,-6,7,8,4,5,8,8,6,4,8,8,35 to 44
Acela,Business Class,89.1,115,0,-11,5,9,9,7,5,8,0,N/A,5,0,65 to 74
Acela,First Class,295,262,9,13,,,,,,,,,,,
Acela,Business Class,110,134,48,46,,,,,,,,,,,
Acela,Business Class,155,225,1,-3,10,10,10,10,7,10,N/A,N/A,10,10,55 to 64
Acela,Business Class,83,116,58,92,,,,,,,,,,,
Acela,Business Class,71,225,0,92,,,,,,,,,,,
Acela,Business Class,145.8,413,0,-2,,,,,,,,,,,
Acela,Business Class,144.9,134,0,-2,10,10,10,10,9,10,10,10,10,10,65 to 74
Acela,First Class,342,188,2,0,8,8,9,9,10,7,8,4,10,10,55 to 64
Acela,Business Class,121,216,1,0,9,8,9,8,8,8,7,2,8,8,55 to 64
Acela,Business Class,170,91,77,92,,,,,,,,,,,
Acela,Business Class,246,202,6,-3,,,,,,,,,,,
Acela,Business Class,303,225,0,92,5,9,0,5,8,8,8,3,N/A,10,45 to 54
Acela,First Class,146,188,3,0,,,,,,,,,,,
Acela,Business Class,74,445,0,10,,,,,,,,,,,
Acela,Business Class,266,188,2,0,8,6,8,5,5,8,N/A,2,N/A,6,65 to 74
Acela,Business Class,152,232,0,-5,10,10,10,10,10,10,N/A,6,10,10,55 to 64
Acela,First Class,231,232,0,3,8,10,10,10,10,8,10,10,10,10,75 or older
Acela,First Class,56,188,1,-6,,,,,,,,,,,
Acela,First Class,293,242,0,-1,10,5,10,10,6,8,7,9,10,10,45 to 54
Acela,First Class,277,232,0,-4,,,,,,,,,,,
Acela,First Class,58,232,3,-11,10,10,10,10,10,10,10,10,10,10,35 to 44
Acela,Business Class,179,196,0,1,,,,,,,,,,,
Acela,Business Class,121,225,0,0,10,10,10,10,10,10,N/A,10,10,10,55 to 64
Acela,Business Class,63.9,225,0,0,10,8,10,10,9,9,N/A,10,10,10,65 to 74
Acela,Business Class,63.9,225,0,1,,,,,,,,,,,
Acela,First Class,418,231,3,-8,10,6,10,10,10,8,10,7,9,10,65 to 74
Acela,Business Class,152,231,3,-8,,,,,,,,,,,
Acela,Business Class,229,304,4,5,,,,,,,,,,,
Acela,Business Class,187,134,2,-1,9,9,10,9,8,8,N/A,N/A,10,10,45 to 54
Acela,First Class,176.4,91,3,1,,,,,,,,,,,
Acela,Business Class,23,40,1,10,10,10,10,10,8,10,N/A,N/A,N/A,N/A,45 to 54
Acela,First Class,475.3,225,0,0,,,,,,,,,,,
Acela,Business Class,58,220,3,-8,10,10,10,6,10,10,6,10,10,10,55 to 64
Acela,Business Class,150,322,3,-15,9,8,10,10,10,8,8,5,9,10,25 to 34
Acela,First Class,509,225,0,0,,,,,,,,,,,
Acela,Business Class,63.9,225,0,1,,,,,,,,,,,
Acela,Business Class,127,220,3,-5,,,,,,,,,,,
Acela,Business Class,190.8,91,0,0,,,,,,,,,,,
Acela,Business Class,277,231,3,-8,6,6,6,N/A,6,6,5,4,5,5,35 to 44
Acela,Business Class,263,215,3,-3,,,,,,,,,,,
Acela,First Class,509,261,2,-1,,,,,,,,,,,
Acela,First Class,306,195,1,0,,,,,,,,,,,
Acela,Business Class,187,109,1,-1,10,9,10,9,10,10,N/A,9,10,10,45 to 54
Acela,Business Class,327,323,0,-1,,,,,,,,,,,
Acela,Business Class,67.5,232,0,-5,10,10,10,10,10,10,N/A,6,10,10,65 to 74
Acela,Business Class,267,196,0,1,,,,,,,,,,,
Acela,Business Class,127,220,2,-10,10,10,10,10,10,10,N/A,N/A,10,10,55 to 64
Acela,Business Class,66,185,1,-3,,,,,,,,,,,
Acela,Business Class,96,109,0,2,,,,,,,,,,,
Acela,Business Class,216,127,2,2,10,10,7,10,10,10,8,6,10,10,55 to 64
Acela,First Class,377,231,2,-5,9,7,10,8,8,7,6,7,7,7,55 to 64
Acela,Business Class,272.7,225,0,6,,,,,,,,,,,
Acela,Business Class,277,220,3,-5,,,,,,,,,,,
Acela,Business Class,216,220,3,-8,,,,,,,,,,,
Acela,Business Class,90,232,0,-4,10,10,10,10,10,10,10,10,10,10,65 to 74
Acela,Business Class,71,225,0,10,,,,,,,,,,,
Acela,First Class,339,134,0,0,,,,,,,,,,,
Acela,First Class,191,91,7,6,10,8,10,10,8,8,8,6,9,10,45 to 54
Acela,First Class,148,220,3,-8,,,,,,,,,,,
Acela,Business Class,114,201,0,2,,,,,,,,,,,
Acela,Business Class,277,231,3,-8,10,9,10,10,10,9,N/A,N/A,N/A,10,55 to 64
Acela,First Class,401,188,4,-5,10,6,10,10,10,10,10,7,7,10,55 to 64
Acela,Business Class,303,225,0,0,,,,,,,,,,,
Acela,First Class,199,232,0,-8,10,10,10,10,10,10,9,10,10,10,65 to 74
Acela,Business Class,71,225,0,1,10,10,10,N/A,10,10,8,10,10,10,65 to 74
Acela,Business Class,71,225,0,1,,,,,,,,,,,
Acela,Business Class,152,232,0,-4,6,10,10,10,10,10,9,N/A,10,10,75 or older
Acela,Business Class,173,195,1,0,10,10,8,8,8,8,N/A,N/A,9,10,55 to 64
Acela,Business Class,240,134,2,-1,8,10,10,10,10,10,6,N/A,10,10,65 to 74
Acela,First Class,56,188,2,-10,,,,,,,,,,,
Acela,Business Class,266,188,0,-7,5,1,10,10,10,8,N/A,N/A,2,10,75 or older
Acela,Business Class,277,242,0,0,10,10,10,9,9,9,7,6,9,10,45 to 54
Acela,Business Class,286,225,0,4,,,,,,,,,,,
Acela,First Class,477,201,1,0,,,,,,,,,,,
Acela,Business Class,45,116,0,0,10,8,10,10,8,9,9,N/A,10,10,65 to 74
Acela,Business Class,190.8,91,0,0,,,,,,,,,,,
Acela,Business Class,71,225,0,0,9,9,10,9,10,10,N/A,7,9,4,65 to 74
Acela,Business Class,50,134,0,2,,,,,,,,,,,
Acela,First Class,499,457,0,3,,,,,,,,,,,
Acela,Business Class,50,134,0,2,9,9,6,6,8,5,N/A,5,N/A,8,55 to 64
Acela,Business Class,283.5,195,2,1,,,,,,,,,,,
Acela,Business Class,63.9,225,1,5,,,,,,,,,,,
Acela,Business Class,145,185,5,0,9,10,10,10,10,9,N/A,10,9,10,75 or older
Acela,Business Class,216,230,2,-2,,,,,,,,,,,
Acela,Business Class,85,195,3,0,,,,,,,,,,,
Acela,Business Class,105.3,91,0,1,6,5,5,3,5,5,1,2,3,3,65 to 74
Acela,Business Class,152,220,1,1,8,3,9,9,7,9,1,1,10,10,55 to 64
Acela,Business Class,268,347,2,8,10,10,10,10,10,10,10,10,10,10,25 to 34
Acela,Business Class,76,91,0,1,,,,,,,,,,,
Acela,Business Class,114.3,220,3,-4,10,10,10,10,10,10,N/A,10,10,10,65 to 74
Acela,Business Class,48,40,0,5,10,10,10,10,10,10,N/A,N/A,10,10,35 to 44
Acela,Business Class,88,105,6,4,,,,,,,,,,,
Acela,Business Class,127,232,0,1,10,10,10,10,10,10,N/A,10,10,10,55 to 64
Acela,Business Class,185,225,0,11,10,7,10,10,10,10,N/A,10,10,10,55 to 64
Acela,Business Class,246,195,4,9,,,,,,,,,,,
Acela,Business Class,255.6,185,5,9,,,,,,,,,,,
Acela,Business Class,216,220,1,1,9,8,9,10,9,10,7,8,10,10,65 to 74
Acela,Business Class,337,225,0,9,,,,,,,,,,,
Acela,First Class,261,46,11,11,9,7,5,5,7,10,10,N/A,N/A,9,25 to 34
Acela,Business Class,114,109,0,3,9,10,10,10,8,7,9,9,10,10,55 to 64
Acela,Business Class,263,215,2,2,10,10,10,10,10,10,10,10,10,10,25 to 34
Acela,Business Class,75,231,0,-8,10,10,10,10,9,10,N/A,10,9,10,55 to 64
Acela,Business Class,263,226,0,4,3,8,10,10,5,0,3,2,10,4,25 to 34
Acela,Business Class,186.3,212,5,4,9,8,8,8,8,8,6,6,9,9,75 or older
Acela,Business Class,121,226,0,4,9,10,10,10,10,10,9,10,10,10,55 to 64
Acela,Business Class,337,225,0,-1,7,7,3,5,8,7,N/A,5,6,7,45 to 54
Acela,Business Class,249,231,0,1,10,10,10,10,10,10,N/A,8,10,10,45 to 54
Acela,Business Class,85.5,201,1,0,,,,,,,,,,,
Acela,Business Class,45,91,6,9,10,10,10,10,10,10,9,0,10,10,65 to 74
Acela,First Class,172,225,0,0,10,10,10,10,10,10,9,10,10,10,65 to 74
Acela,First Class,268,220,0,-8,,,,,,,,,,,
Acela,Business Class,75,232,0,-4,8,7,10,10,7,7,10,10,10,10,55 to 64
Acela,Business Class,212,91,0,1,,,,,,,,,,,
Acela,Business Class,68.4,91,0,1,,,,,,,,,,,
Acela,First Class,316.7,185,0,-2,,,,,,,,,,,
Acela,First Class,186,105,1,1,10,9,10,10,9,9,10,9,10,10,45 to 54
Acela,Business Class,152,232,9,11,,,,,,,,,,,
Acela,Business Class,109.8,188,9,1,,,,,,,,,,,
Acela,Business Class,41,80,4,1,,,,,,,,,,,
Acela,Business Class,166,75,3,1,8,7,10,9,9,9,8,1,1,9,45 to 54
Acela,Business Class,216,231,0,-2,,,,,,,,,,,
Acela,Business Class,139,109,0,3,10,8,10,10,9,9,N/A,N/A,9,8,55 to 64
Acela,Business Class,71,225,0,9,10,10,10,10,10,10,N/A,10,10,10,35 to 44
Acela,Business Class,179,194,2,6,2,2,0,0,10,10,N/A,4,6,5,25 to 34
Acela,Business Class,315,195,4,9,,,,,,,,,,,
Acela,Business Class,105.3,91,5,11,,,,,,,,,,,
Acela,Business Class,56,188,3,1,9,8,10,10,9,9,N/A,N/A,10,10,35 to 44
Acela,Business Class,352,413,4,4,,,,,,,,,,,
Acela,Business Class,85,93,2,5,10,10,10,10,10,10,N/A,10,10,10,65 to 74
Acela,Business Class,107.1,116,5,11,,,,,,,,,,,
Acela,Business Class,71,225,0,9,,,,,,,,,,,
Acela,First Class,222,134,6,2,,,,,,,,,,,
Acela,Business Class,303,225,0,9,6,9,9,9,9,9,7,5,7,7,75 or older
Acela,First Class,467.2,416,1,0,,,,,,,,,,,
Acela,First Class,335.4,220,9,3,10,10,7,9,9,7,7,9,10,10,65 to 74
Acela,Business Class,303.3,225,0,11,,,,,,,,,,,
Acela,Business Class,272.7,225,0,11,,,,,,,,,,,
Acela,Business Class,303,225,0,9,,,,,,,,,,,
Acela,First Class,327,220,3,-4,,,,,,,,,,,
Acela,First Class,269,232,9,11,10,,,,,,,,,,
Acela,Business Class,71,225,0,9,10,5,10,10,8,10,N/A,5,10,10,35 to 44
Acela,First Class,181,110,0,0,,,,,,,,,,,
Acela,Business Class,65,134,1,0,,,,,,,,,,,
Acela,Business Class,337,225,0,13,,,,,,,,,,,
Acela,Business Class,277,220,7,-2,10,10,10,10,10,10,N/A,10,10,10,75 or older
Acela,Business Class,121,225,0,3,,,,,,,,,,,
Acela,Business Class,185,225,0,3,10,10,10,10,10,10,6,6,10,10,55 to 64
Acela,Business Class,76.5,202,4,-3,10,10,10,10,10,9,,9,9,9,75 or older
Acela,Business Class,100,231,0,4,,,,,,,,,,,
Acela,Business Class,185,225,4,0,9,3,9,3,7,8,N/A,N/A,3,5,55 to 64
Acela,Business Class,52,94,0,1,10,10,10,10,10,10,N/A,10,10,10,18 to 24
Acela,Business Class,75,230,6,2,,,,,,,,,,,
Acela,Business Class,315,222,1,-2,7,6,6,8,7,3,4,9,N/A,3,Prefer not to answer
Acela,Business Class,127,230,6,2,,,,,,,,,,,
Acela,Business Class,152,220,2,0,10,10,10,10,10,10,10,5,10,10,55 to 64
Acela,Business Class,117,91,7,6,9,8,9,8,8,10,N/A,7,N/A,7,45 to 54
Acela,First Class,233,196,0,1,10,10,10,10,10,10,10,4,10,10,55 to 64
Acela,Business Class,168,128,1,-4,10,10,10,10,10,10,10,10,10,10,45 to 54
Acela,First Class,146,188,0,1,7,7,8,9,8,8,8,4,4,6,45 to 54
Acela,First Class,268,231,0,-1,10,10,10,10,8,9,8,6,10,10,45 to 54
Acela,Business Class,136.8,232,0,-6,,,,,,,,,,,
Acela,First Class,257,188,0,2,,,,,,,,,,,
Acela,Business Class,263,225,0,6,8,4,8,7,8,7,6,5,N/A,8,18 to 24
Acela,Business Class,155,225,0,-3,,,,,,,,,,,
Acela,First Class,445,0,2,2,9,10,10,10,10,10,10,N/A,7,10,45 to 54
Acela,First Class,368,157,0,4,10,8,10,10,10,10,10,10,10,10,65 to 74
Acela,First Class,183,232,3,-2,10,10,10,10,10,10,10,10,10,10,75 or older
Acela,Business Class,129,134,0,7,0,0,9,0,5,0,N/A,0,0,0,25 to 34
Acela,Business Class,69,232,0,-5,9,8,10,10,9,9,N/A,9,10,10,65 to 74
Acela,First Class,183,232,3,-2,,,,,,,,,,,
Acela,Business Class,239,188,3,6,10,10,10,10,10,10,10,10,10,10,45 to 54
Acela,Business Class,49.5,185,4,-2,,,,,,,,,,,
Acela,Business Class,66,195,2,6,,,,,,,,,,,
Acela,First Class,324.2,195,3,1,,,,,,,,,,,
Acela,Business Class,0,373,2,88,4,8,7,7,7,7,7,6,7,8,45 to 54
Acela,Business Class,130.5,116,16,89,2,6,0,2,6,5,N/A,6,6,6,75 or older
Acela,First Class,100,231,1,0,,,,,,,,,,,
Acela,Business Class,86,134,0,-2,10,10,10,10,10,10,N/A,10,10,10,65 to 74
Acela,Business Class,130.5,116,4,3,10,5,10,10,9,9,N/A,N/A,10,10,65 to 74
Acela,First Class,293,232,0,-5,,,,,,,,,,,
Acela,Business Class,216,231,6,3,,,,,,,,,,,
Acela,Business Class,216,232,0,-5,8,6,10,7,5,9,9,5,8,5,45 to 54
Acela,Business Class,100,220,7,-2,,,,,,,,,,,
Acela,Business Class,114,109,0,1,,,,,,,,,,,
Acela,Business Class,75,109,3,-3,10,10,10,10,10,10,N/A,10,10,10,35 to 44
Acela,Business Class,100,232,0,4,,,,,,,,,,,
Acela,Business Class,155,225,0,13,,,,,,,,,,,
Acela,Business Class,114,109,0,3,6,5,5,5,5,6,N/A,N/A,8,7,45 to 54
Acela,Business Class,80,225,0,3,9,5,8,2,8,8,N/A,N/A,9,9,45 to 54
Acela,Business Class,121,226,0,-1,8,7,5,5,7,7,N/A,6,8,8,25 to 34
Acela,Business Class,123,0,3,2,10,10,10,10,6,10,N/A,N/A,10,10,45 to 54
Acela,Business Class,85,195,1,3,,,,,,,,,,,
Acela,Business Class,75,232,0,0,,,,,,,,,,,
Acela,Business Class,277,220,7,-2,10,10,10,10,10,10,9,8,10,10,45 to 54
Acela,Business Class,216,116,5,1,,,,,,,,,,,
Acela,Business Class,145,128,4,2,9,7,10,8,10,10,N/A,N/A,10,10,35 to 44
Acela,Business Class,242,225,0,-4,10,10,10,10,10,10,N/A,7,9,9,45 to 54
Acela,Business Class,226,225,0,3,,,,,,,,,,,
Acela,First Class,286,220,0,4,9,10,10,10,10,10,9,9,10,10,65 to 74
Acela,Business Class,56,109,3,0,,,,,,,,,,,
Acela,Business Class,152,220,2,-5,9,9,9,9,9,8,N/A,N/A,9,9,55 to 64
Acela,Business Class,65,134,89,89,8,8,2,2,7,8,N/A,N/A,8,8,55 to 64
Acela,Business Class,144,46,7,6,,,,,,,,,,,
Acela,Business Class,52,95,2,2,8,8,10,10,9,9,N/A,N/A,8,8,25 to 34
Acela,Business Class,91,225,0,-4,8,9,9,8,6,8,7,7,10,10,55 to 64
Acela,Business Class,186,232,0,2,10,10,10,10,9,9,N/A,9,9,9,35 to 44
Acela,First Class,398,215,0,6,8,10,10,10,7,9,N/A,7,10,10,55 to 64
Acela,Business Class,219,323,0,-2,,,,,,,,,,,
Acela,First Class,390,0,10,-1,10,10,10,10,10,10,10,N/A,10,10,Prefer not to answer
Acela,Business Class,58,220,2,-5,,,,,,,,,,,
Acela,Business Class,167.4,220,2,0,,,,,,,,,,,
Acela,Business Class,246,260,3,-4,,,,,,,,,,,
Acela,Business Class,303,226,0,0,4,0,7,7,6,6,N/A,N/A,0,8,45 to 54
Acela,First Class,475,215,0,6,,,,,,,,,,,
Acela,Business Class,75,232,0,-5,10,10,10,10,10,10,N/A,N/A,N/A,N/A,55 to 64
Acela,Business Class,100,230,3,24,,,,,,,,,,,
Acela,Business Class,98,91,0,-1,,,,,,,,,,,
Acela,Business Class,121,225,0,-2,,,,,,,,,,,
Acela,Business Class,136.8,232,0,-6,10,10,10,10,10,9,8,N/A,10,10,65 to 74
Acela,Business Class,71,225,0,1,10,10,10,10,9,10,9,8,10,10,45 to 54
Acela,Business Class,75,231,6,3,8,8,8,8,7,7,8,8,7,8,55 to 64
Acela,Business Class,18,25,1,3,,,,,,,,,,,
Acela,Business Class,25,44,0,1,,,,,,,,,,,
